,text
290,4 yrs have flown by. Graduating from Ardingly. Last pizza...last train ride...and first step into the real world...… https://t.co/8VhcULBamc
291,"Delighted to be a part of this global legacy. In Cinemas 19th July. Yaad Rakhna. #TheLionKing @disneyfilmindia 

https://t.co/T2OfU4JspC"
292,Thank you for the awesome 27 years everybody and Thank you Sharad for the bikes! https://t.co/UMg6k78C06
293,Glad to be a part of this journey... a timeless film. Voicing it in Hindi with my own Simba. The last time we did a… https://t.co/F0Yuo8uT8P
294,A foundation I named after my father - @MeerFoundation - aims to create a network of support for women. No better d… https://t.co/250RMGutih
295,Ready for the match with the spirit of #FathersDay. Go India Go!! https://t.co/o09xLTq5d3
296,Thank u all for spending your Eid with me... May God bless u all with health and happiness. #EidMubarak https://t.co/eXBfmDzVMt
297,Another sweet picture from AbRam’s birthday party... #fathersloveoverload https://t.co/PrZ4yyLZe7
298,My Trio of Sugar &amp; Spice &amp; everything Nice....and oh yeah!  Gauri’s too. https://t.co/KwtWYZa51m
299,"Dreamers r good. But if those dreams r not given a direction they mean nothing.These 2 fulfilled every dream I had,… https://t.co/Fxo9bXOPpl"
300,Good luck for #Malaal - Sanjay and my young friends @meezaanj &amp; @sharminsegal. Seen u grow before my eyes and will… https://t.co/UUDZNHbBCt
301,Busy...busy...busy! Time to think out of the box on Ted Talks! Listening and Learning. #TedTalksIndiaNayiBaat.. On… https://t.co/E7fgzVYOIN
302,We - as proud Indians - have chosen an establishment with great clarity and now we need to get behind it and work w… https://t.co/UR7K78CBqQ
303,And this will be fun.  https://t.co/sQYmCqiapF
304,I wish she gave me these gems of wisdom about work at home too! I have to read them online…and learn. https://t.co/F9BEhxMSlm
305,"No more footprints...this is The  Abominable Snowman!! Before BatMan &amp; SpiderMan, there is Mr. LetterMan @Letterman… https://t.co/Kt1H4Kvxte"
306,Flying into another city that never sleeps... A great idea for someone like me. New York calling.
307,All the best for the Class of 83 cast &amp; crew. May u have a happy shoot &amp; the young ones in the team showcase their… https://t.co/1XJaYOznYn
308,Maa  tujhe salaam! https://t.co/mR0zXWhlLF
309,Well done @KKRiders &amp; @DineshKarthik . All played like u should…by backing urselves. @lynny50  #SWarrier… https://t.co/LlKIBtjDQu
310,I give this move…⭐️⭐️⭐️⭐️⭐️ 🤙🤙 ‘Kudos’ ‘Yay’ &amp; 5/5. Wot can say? I am an easy critic to please!! https://t.co/D6hztSlIIA
311,"Little one was a bit confused between ‘Boating’ and Voting, so took him along to experience the difference. https://t.co/8X6DsTP8bc"
312,Coffee with Kalyan jewellers in Dubai. No sugar in my coffee please...I’ll just lick myself... https://t.co/eVHSFk5UQQ
313,"‘You never really understand your personality, unless you have a Mini Me who acts the same way’ https://t.co/skdjZevR3I"
314,Thk u everyone for giving so much love to Badla. Congratulations to the whole team &amp; especially @SrBachchan… https://t.co/LFroq8NbbI
315,A very happy birthday to my friend @sachin_rt   and thank u for inspiring us to be the best versions of ourselves. May u have a great day.
316,Oh dear!! Why can’t I just travel in cars &amp; trains like normal ppl do! Please don’t try this at home or anywhere.  https://t.co/I9nUDCysAr
317,"Thank u my https://t.co/Ka1soprsZf’s a pleasure when people around,can take jokes in the spirit they are made. Thx… https://t.co/oqcvfOdgTC"
318,PM sahib @narendramodi ne creativity ki liye bola tha. Main thoda late ho gaya video banane mein...aap mat hona Vot… https://t.co/aRCpQOHvVf
319,Kya baat hai bhai!! Bahut Khoob.  https://t.co/0t8hQoUSbJ
320,May Allah bless his soul. In school we use to hear all his stories of bravery and be inspired.  https://t.co/cbpyGXMttG
321,"I feel it’s only fair for KKR to do something in return for @Russell12A  ,like winning a few before the season ends. https://t.co/Lqybf9vK2k"
322,Arre nahi Daddy Cool! ‘Grow up’ hon aapke dushman. Hum dono ka dil to baccha hai ji. Come back home let’s start wit… https://t.co/6KINdrgsWe
323,"What a warm and happy welcome here in China by SRK UNIVERSE China. Thx for the gifts, the flowers and the kisses. I… https://t.co/WKTs8ApUKw"
324,Thank u Kolkata &amp; thx ITC Sonar for years of hospitality. I would eat the goodies but that would be like ‘eating my… https://t.co/OX6P3JcAPL
325,No no yaar. The fun was all mine. You were so cool to work with &amp; so talented.  https://t.co/xqjLC0CRIS
326,"Wonderful play by @RealShubmanGill &amp; @Russell12A yet again. Losing is ok but today we kind of lacked heart, especia… https://t.co/26lpPtgSLu"
327,And he was so jovial. Somehow in the midst of all stresses he had a way that could make u smile away ur troubles. O… https://t.co/hWx2IFLZ12
328,He loved me so much. Encouraged me. And today if I am used to being mollycoddled on sets it’s because of this man w… https://t.co/ZCm1U5hVBG
329,Sir film aapki hai…acting aapki hai…Hit aapki wajah se hai…aap na hote toh film hi na hoti. Toh party…bhi??https://t.co/7cunRO68rC
330,Sir hum toh wait kar rahein hain ki aap party kab de rahein hain hum sabko! We r waiting outside Jalsa every nite!  https://t.co/9vix8rvwuP
331,Thought while waiting to go back home to Mumbai....I should for no reason do a Chennai Selfie...so..bye Chennai &amp; a… https://t.co/bKZXvvzKlK
332,Much fun in Chennai today. Well played @ChennaiIPL  &amp; my fantastic @KKRiders we did our best but sometime it’s not… https://t.co/UoZ5AKjjjz
333,How sweet is this from @purevnv  now I have been geared &amp; dressed for the whole year by these gifts from my friend… https://t.co/WasGK6Ev1G
334,Thanks baby. Got this. Now please motivate me to Work On Time too!!  https://t.co/9qejCH9tIx
335,So well done my @KKRiders @lynny50 give him the SUV! @SunilPNarine74 u r YOU! @robbieuthappa u r STYLE! Bowlers wer… https://t.co/8ofNo2suS1
336,Well played boys @KKRiders @lynny50 @NitishRana_27 @robbieuthappa . Each one in the team did so well but you all wi… https://t.co/TodGNVorbJ
337,And you guys in the Dugout who said game/set/&amp; match......u may know your cricket but you don’t know @Russell12A !!… https://t.co/HmqTSp5QZ6
338,Thank u for the honour @universityoflaw &amp; my best wishes to the graduating students. It will encourage our team at… https://t.co/i91b6WdjoK
339,What a lovely evening @Arsenal congratulations. Thx @MesutOzil1088 &amp; #AmineGulse for your warmth love &amp; hospitality… https://t.co/z6ukIPhBVz
340,The end of one story is the beginning of another. Who did I invite to go on the next adventure in my #Dubai? Watch… https://t.co/uPRMe07Rko
341,All of u please put ur hands in prayer...and say Bhagwan inki zindagi ki nayi shuruaat mein...inpar karam karna...M… https://t.co/oJDVzoxfKO
342,Aaj ki Shaam Eden Gardens ke Naam...All at KKR @Russell12A @robbieuthappa @NitishRana_27 @SunilPNarine74… https://t.co/o7ZlnnakKb
343,Next time you please come to the grounds Didi. Thank u we will try our best.  https://t.co/h5WmbHbLdW
344,"“Being with you is like being on Stage. There’s so much light, I can’t see anything else”. Curiosity to know New, H… https://t.co/yK4HQ2tJ0D"
345,And my boys @Harry0073 @iamkeitan and ARJUN and their team keep on making us prouder!! Love u boys and girls at… https://t.co/TKIU4kI3nf
346,"@Russell12A said to me that he was so overwhelmed with the welcome fans gave him, that he wanted to cry. Then decid… https://t.co/IZd0VMolTh"
347,Make sure they practice hard. Thanks for the support. KKR Hai Taiyyar!! https://t.co/Nk43qc5en2
348,I hate clarifications on SM. @karanjohar is technologically challenged but has other good qualities like his taste… https://t.co/aVSAwWoKI4
349,Congratulations. To all the participants &amp; support staff &amp; coaches. Jai Hind!  https://t.co/bf2thouZr5
350,Wishing everyone the Happiest Holi ever! May Allah filll all your lives with the most beautiful colours of life &amp; give u health &amp; happiness.
351,Playing this song in the car on the way back from a busy day at work... Loved the @marshmellomusic mask. Though we… https://t.co/YCPuCfEQtD
352,EXCELLENCE is the unlimited ability to improve the quality of what u have to offer. You all r Excellence personified https://t.co/BsmUKnZg0R
353,"Can’t thank u enough for being part of Bard, our first series on Netflix.  It wouldn’t be possible without u. Love I https://t.co/r0iaeR9vlr"
354,"Three coins, one old box and tons of clues to solve. Wonder what my next challenge will be? @visitdubai 

Catch the… https://t.co/jgZPaAGhFw"
355,"“You pray for us, we play for you” 
Let's be in it together, Aakhri Dum Tak Aakhri Run Tak.… https://t.co/3eXFHAlTBZ"
356,So glad people are loving #Badla. A big thanks to the audiences who gave a warm welcome to the film! https://t.co/SkDConVF0C
357,Wondering...could this be the cloud that stores my data??! https://t.co/xHcq38SmUz
358,Let’s come forward and change this!  https://t.co/rVXxtidnRb
359,Should I just let the hair grow for another few months??! https://t.co/4udXMXZXtJ
360,Pray we do this right and good.  https://t.co/WeYnr8yQAf
361,Will surely listen to the the music u are listening to my man. Will send u some Indian music too. Love to you &amp; hea… https://t.co/asvEAxZ62e
362,All these young boys &amp; girls dancing to my songs make me look better! How sweet is this.  https://t.co/7lqHCXWG2A
363,"Thank you for giving #Badla a warm welcome! Here's a parting gift as we say goodbye to the series!

Dekhiye… https://t.co/OKkawpwpwN"
364,"T4018 - एक ऐतिहासिक पल @SrBachchan sir के साथ | Amidst all the fun, love and talk...we also have a selfie video tog… https://t.co/VTQPREvJy2"
365,@SrBachchan sir aapko mil jaaye naukri toh mujhe bhi recommend kar dena.
366,The man who made Elections exciting to watch &amp; follow when we were young. #TheVerdict by the man who gave a new mea… https://t.co/jLpMFUnbBG
367,Am so glad ppl r liking the film. Huge thanks to @sujoy_g  @SunirKheterpal @PuriAkshai @_GauravVerma  https://t.co/zsrORo4PuQ
368,"RT @RedChilliesEnt: ‘बदला’ पूरी तरह से एक कसी हुई फ़िल्म है, देखिए और क्या क्या कहा जा रहा हैं #Badla की तारीफ़ में | #BadlaReview #BadlaTo…"
369,"RT @RedChilliesEnt: A fast-paced thriller with fine performances! 
Have you watched this gripping story yet?

Book your tickets now!
@bookm…"
370,"RT @RedChilliesEnt: Thrilling and gripping! The critics have all things good to say about #Badla! #BadlaReview #BadlaToday 

Have you got y…"
371,#BadlaToday https://t.co/SkCa5H7Kzw
372,Thank u @SrBachchan for the awkwardest ‘ode’ to me. Aapne Expose kar diya Sirrrr!! Badumbaaaa!! https://t.co/XprHrgYw6W
373,This was so much happiness.  https://t.co/NWUBJTMrNQ
374,"There is no better feeling than Coming back Home, for home is the place of love, hope &amp; dreams. Ur bravery makes us… https://t.co/UrSav5A16d"
375,Sorry Amrit I hadn’t seen your video. Please give my regards to mummyji &amp; I will figure out &amp; speak to RAJU soon. https://t.co/hBQvmLqHgQ
376,Rishtein mein to ye sabke baap lagte hai aur naam bhi hai Shahenshah @SrBachchan. But ye chicken wali baat abhi tak… https://t.co/4az0NgcGNw
377,"Jo dikhe woh sach ho aur jo na dikhe woh jhooth, yeh har baar zaroori nahi. #Badla8March
https://t.co/u62f57ksY3… https://t.co/0lFX6cQBaR"
378,Sir this is love in A Major and B Sharp! https://t.co/z1DzhshwUb
379,Heartfelt condolences to the families of our valiant jawans. May the souls of our countrymen who laid their lives d… https://t.co/Na9UeQQ5DM
380,This image reminds me of the  Yellow Brick Road....I hope they find answers they r looking for or at least have eno… https://t.co/y5gyEvigdJ
381,"Sach saabit karna aasaan nahi hota, par saabit kiye bina woh sach, sach nahi hota.  Unveil the truth with Badal Gup… https://t.co/7ODHnTkKyS"
382,Just to feel awesome about myself…I have the whole album and my very own first Polyvinyl Chloride. Thank u Farhan. https://t.co/yoViNGKSWD
383,Ab mahaul kuch Badla Badla sa lag raha hai. Here's the first look of Badla featuring @SrBachchan and @taapsee ! Dir… https://t.co/e20XxuJ2Q3
384,Main aap se Badla lene aa raha hoon @SrBachchan saab! Taiyaar rahiyega...
385,"Let us all celebrate our great country - India. Prosperity, health and happiness to all. Happy Republic Day. Jai Hi… https://t.co/yFCqOCGjpt"
386,All the best my friend. So extremely happy for this. Love to you. Also very very proud of all your achievements.  https://t.co/iotCGyyXxr
387,“Winning is only half of it....Having fun is the other half!! Playing is All of it....” The Playboys’  mantra. https://t.co/8SA7DYdsOg
388,Weekend Research: “A survey has found that One in Three men are just as lazy as the other Two! “ We r the other two… https://t.co/NRU4vfTEaI
389,"Ek chota aadmi banane ke liye bade logon ki badi mehnat lagti hai. 
Proud of the entire @vfx_redchillies for the fa… https://t.co/xrHOes24V9"
390,Thank You! U took out time from ur holidays. Please give my love to Preeti &amp; sorry to pull u away from her.  https://t.co/Xb1KjcSMF2
391,"Pyaar mein taare tod leta hai, zara chaand ko sambhaal ke rakhna!
Feel the magic of love this Christmas!
Watch:… https://t.co/78MWJz1NDF"
392,Thank u sir. So glad u enjoyed it.  https://t.co/EvcgvTjB8w
393,"Height thodi choti hai par chhalaang sab se oonchi hai @BauuaSingh ki!

Watch the promo now:… https://t.co/0PT8l0wARD"
394,Jin dilon ko achchi lagi.... shukriya!! https://t.co/I8mlxrz3ox
395,BAUAA SE MILNA HAI? Download karo MyJio App aur participate karo MEET KING KHAN contest me. Jio exclusive. Click he… https://t.co/zjrm9uZYCD
396,Sitaron ke khwaab dekhne waalon humne chaand ko paida kiya hai…Merry Christmas to you all. https://t.co/NjEImBHtlH
397,"Reading msgs that u enjoyed #Zero .I can’t answer individually, so a few lines from a poem I was reading: “The eart… https://t.co/bZWd8dnQvR"
398,Thank u Kolkata... https://t.co/CiLr8sVtl8
399,Bauua loves u too!! https://t.co/mUTtZcIy4S
400,Sach mein... Film Nahi feeling hai. Thank u!!  #ZeroDay https://t.co/YnlBd7c1Kh
401,"Thank u all... hope u had a good time with Bauua, Aafia, Babita and the others https://t.co/AmSYvUy8QV"
402,Thank u Patna! https://t.co/AljnvQWRdx
403,Love to all of u in Pune... https://t.co/dapolGRDIe
404,Bauua sends his love... https://t.co/p7GysRSjpB
